GCODE,ESCROLL_CAT,GID,PENSION_TYPE,BRANCH_CODE,BRANCH_NAME,BRANCH_PIN,BRANCH_STATE,BIRTH_YEAR,SUBMITTED_STATUS,WAIVER_UPTO,SUBMISSION_MODE,VERIFICATION_TYPE,CERTIFICATE_SUBMISSION_DATE,PENSIONER_PINCODE,PENSIONER_DISTNAME,PENSIONER_STATENAME
STATE,STATE,BIHAR_1,F,03614,RAJENDRA COLL CAMPUS (CHAPRA),841301,BIHAR,1934,SUBMITTED,,PLC,,26-11-2024,841221,Saran,BIHAR
CENTRAL,CPAO,CIVIL_2,F,61697,GHATIKIA,751029,ODISHA,1976,SUBMITTED,,DLC,,06-11-2024,751003,Khordha,ODISHA
CENTRAL,RAILWAY,RAILWAY_3,F,00197,TITILAGARH,767033,ODISHA,1959,SUBMITTED,,DLC,,01-12-2024,767033,Balangir,ODISHA
STATE,STATE,ASSAM_1,F,00146,NAGAON,782001,ASSAM,1967,SUBMITTED,,PLC,,11-11-2024,782002,Nagaon,ASSAM
STATE,STATE,KARNATAKA_6,F,07225,VIJAYAPURA TREASURY,586101,KARNATAKA,1984,SUBMITTED,,PLC,,19-11-2024,586109,Bijapur,KARNATAKA
STATE,STATE,MADHYA_PRADESH_1,F,30005,SBI PANCHANAN BHAWAN BRANCH BHOPAL,462003,MADHYA PRADESH,1976,SUBMITTED,,PLC,,30-11-2024,462003,Bhopal,MADHYA PRADESH
STATE,STATE,BIHAR_1,F,00062,DARBHANGA,846001,BIHAR,1961,SUBMITTED,,PLC,,29-11-2024,847101,Darbhanga,BIHAR
CENTRAL,CPAO,CIVIL_2,F,50104,GOSWAM I MKT NARNAUL,123001,HARYANA,1956,SUBMITTED,,PLC,,04-04-2025,123001,Mahendragarh,HARYANA
CENTRAL,CPAO,CIVIL_2,F,01091,SIMDEGA,835223,JHARKHAND,1945,SUBMITTED,,PLC,,21-11-2024,835223,Simdega,JHARKHAND
STATE,STATE,KARNATAKA_29,F,40639,GANGAVATHI ROAD SINDHANOOR,584128,KARNATAKA,1974,SUBMITTED,,PLC,,30-12-2024,584128,Raichur,KARNATAKA
CENTRAL,DEFENCE,DEFENCE_8,F,00985,LALGUDI,621601,TAMIL NADU,1983,SUBMITTED,,PLC,,13-11-2024,621722,Tiruchirappalli,TAMIL NADU
STATE,STATE,TRIPURA_1,F,06487,ACB SANTIRBAZAR,799144,TRIPURA,1987,SUBMITTED,,PLC,,02-11-2024,799144,South Tripura,TRIPURA
STATE,STATE,ARUNACHAL_PRADESH_1,F,06007,CHANGLANG,792120,ARUNACHAL PRADESH,1978,SUBMITTED,,PLC,,27-11-2024,792120,Changlang,ARUNACHAL PRADESH
STATE,STATE,TRIPURA_1,F,15552,PBB AGARTALA BRANCH,799001,TRIPURA,1992,SUBMITTED,,PLC,,06-12-2024,799004,West Tripura,TRIPURA
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUSAA_1,F,30013,SANYOGITAGANJ INDORE,452001,MADHYA PRADESH,1943,SUBMITTED,,PLC,,12-11-2024,462042,Indore,MADHYA PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUSAA_1,F,30013,SANYOGITAGANJ INDORE,452001,MADHYA PRADESH,1943,SUBMITTED,,PLC,,12-11-2024,462042,Indore,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_4,F,02078,KONNAGAR,712235,WEST BENGAL,1946,SUBMITTED,,DLC,,02-11-2024,712235,Hugli,WEST BENGAL
STATE,STATE,ASSAM_1,F,00221,NEW GUWAHATI,781021,ASSAM,1989,SUBMITTED,,PLC,,06-12-2024,781019,Kamrup Metropolitan,ASSAM
CENTRAL,RAILWAY,RAILWAY_3,F,01724,KANTABANJI,767039,ODISHA,1984,SUBMITTED,,PLC,,18-12-2024,767039,Balangir,ODISHA
STATE,STATE,ORISSA_7,F,00154,PHULBANI,762001,ODISHA,1970,SUBMITTED,,PLC,,02-12-2024,762012,Kandhamal,ODISHA
STATE,STATE,ORISSA_7,F,02118,SAKHIGOPAL,752014,ODISHA,1960,SUBMITTED,,DLC,,20-11-2024,752046,Puri,ODISHA
CENTRAL,RAILWAY,RAILWAY_15,F,00466,RATLAM MAIN BRANCH,457001,MADHYA PRADESH,1969,SUBMITTED,,PLC,,04-12-2024,457001,Ratlam,MADHYA PRADESH
STATE,STATE,ASSAM_1,F,00130,MANGALDAI,784125,ASSAM,1981,SUBMITTED,,PLC,,20-11-2024,784125,Udalguri,ASSAM
STATE,STATE,ASSAM_1,F,03030,DISPUR (GUWAHATI),781006,ASSAM,1963,SUBMITTED,,DLC,,30-12-2024,781019,Kamrup Metropolitan,ASSAM
STATE,STATE,ASSAM_1,F,03030,DISPUR (GUWAHATI),781006,ASSAM,1963,SUBMITTED,,DLC,,30-12-2024,781019,Kamrup Metropolitan,ASSAM
STATE,STATE,ASSAM_1,F,02024,SBI BILASIPARA,783348,ASSAM,1967,SUBMITTED,,PLC,,14-11-2024,783348,Dhubri,ASSAM
STATE,STATE,ASSAM_1,F,16523,BAZAR BRANCH NAGAON,782001,ASSAM,1964,SUBMITTED,,PLC,,11-08-2025,784001,Sonitpur,ASSAM
CENTRAL,CPAO,CIVIL_2,F,21734,KAGGALIPURA,560082,KARNATAKA,1965,SUBMITTED,,PLC,,11-11-2024,560094,Bangalore,KARNATAKA
CENTRAL,RAILWAY,RAILWAY_14,F,05795,PODANUR(COIMBATORE),641023,TAMIL NADU,1951,SUBMITTED,,DLC,,07-11-2024,641023,Coimbatore,TAMIL NADU
CENTRAL,CPAO,CIVIL_2,F,41115,RAM GOPAL CIRCLE HULIYAR,572218,KARNATAKA,2001,SUBMITTED,,PLC,,31-01-2025,572128,Tumkur,KARNATAKA
CENTRAL,CPAO,CIVIL_2,F,08959,KARMANPUR,277208,UTTAR PRADESH,1952,PENDING,,,,,841312,Bhojpur,BIHAR
CENTRAL,CPAO,CIVIL_39,F,14282,TURKI,844127,BIHAR,1988,SUBMITTED,,PLC,,08-01-2025,844127,Muzaffarpur,BIHAR
CENTRAL,RAILWAY,RAILWAY_2,F,17825,TARWARA,841506,BIHAR,2002,SUBMITTED,,PLC,,25-11-2024,841506,Siwan,BIHAR
CENTRAL,RAILWAY,RAILWAY_4,F,01487,KANCHRAPARA,743145,WEST BENGAL,1971,SUBMITTED,,DLC,,19-11-2024,741250,Nadia,WEST BENGAL
CENTRAL,RAILWAY,RAILWAY_12,F,04770,PARA,723155,WEST BENGAL,1958,SUBMITTED,,PLC,,11-11-2024,723126,Puruliya,WEST BENGAL
CENTRAL,RAILWAY,RAILWAY_14,F,00822,CANNANORE,670001,KERALA,1945,SUBMITTED,,DLC,,26-11-2024,670009,Kannur,KERALA
STATE,STATE,BIHAR_16,F,00153,PATNA SECRETARIAT,800015,BIHAR,1945,SUBMITTED,,PLC,,04-01-2025,800001,Patna,BIHAR
STATE,STATE,ORISSA_11,F,01326,DHARAMGARH,766015,ODISHA,1955,SUBMITTED,,DLC,,14-11-2024,766029,Kalahandi,ODISHA
STATE,STATE,ORISSA_7,F,09067,BAIRI,754082,ODISHA,1965,SUBMITTED,,DLC,,05-11-2024,754082,Dhenkanal,ODISHA
STATE,STATE,ORISSA_7,F,00059,CUTTACK,753002,ODISHA,1959,SUBMITTED,,DLC,,02-12-2024,753001,Cuttack,ODISHA
STATE,STATE,ASSAM_1,F,09577,PIPLIBARI,781338,ASSAM,1977,SUBMITTED,,PLC,,07-01-2025,781304,Nalbari,ASSAM
STATE,STATE,ASSAM_1,F,11614,BAIHATA CHARIALI,781381,ASSAM,1979,SUBMITTED,,PLC,,19-12-2024,781381,Kamrup,ASSAM
STATE,STATE,CHATTISGARH_1,F,06995,MARODA UTAI BHILAI,490006,CHATTISGARH,1955,SUBMITTED,,PLC,,08-11-2024,491107,Durg,CHHATTISGARH
STATE,STATE,TRIPURA_1,F,11795,MELAGHAR,799115,TRIPURA,1980,SUBMITTED,,PLC,,02-12-2024,799115,West Tripura,TRIPURA
STATE,STATE,TRIPURA_1,F,11795,MELAGHAR,799115,TRIPURA,1980,SUBMITTED,,PLC,,02-12-2024,799115,West Tripura,TRIPURA
CENTRAL,CPAO,CIVIL_39,F,04621,NASRIGANJ,821310,BIHAR,1996,First_Year_Waiver,31-10-2025,,,,821310,Rohtas,BIHAR
STATE,STATE,GOA_1,F,03022,FATORDA,403601,GOA,1988,SUBMITTED,,DLC,,18-12-2024,403521,North Goa,GOA
STATE,STATE,NAGALAND_1,F,61345,TIZIT,798602,NAGALAND,1964,SUBMITTED,,PLC,,02-12-2024,798602,Mon,NAGALAND
STATE,STATE,ORISSA_7,F,00116,KHURDA,752055,ODISHA,1940,SUBMITTED,,DLC,,21-11-2024,752057,Khordha,ODISHA
CENTRAL,CPAO,CIVIL_2,F,12198,RLY ROAD SAFIDON,126112,HARYANA,1972,First_Year_Waiver,31-10-2025,,,,126112,Jind,HARYANA
CENTRAL,CPAO,CIVIL_2,F,10440,PATEL DHAM,110021,NCT OF DELHI,1971,SUBMITTED,,PLC,,03-12-2024,110021,New Delhi,NCT OF DELHI
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,CSIR_146,F,03357,BASAVANAGUDI (BENGALURU),560004,KARNATAKA,1968,SUBMITTED,,PLC,,04-12-2024,560004,Bangalore,KARNATAKA
CENTRAL,CPAO,CIVIL_2,F,50296,BARSAR,174305,HIMACHAL PRADESH,1985,First_Year_Waiver,31-10-2025,,,,174305,Hamirpur,HIMACHAL PRADESH
CENTRAL,DEFENCE,DEFENCE_8,F,18610,KURSEONG BAZAR,734203,WEST BENGAL,1960,SUBMITTED,,PLC,,18-12-2024,734224,Darjiling,WEST BENGAL
STATE,STATE,CHATTISGARH_1,F,06262,COLLECTORATE BRANCH AMBIKAPUR,497001,CHATTISGARH,1964,SUBMITTED,,PLC,,04-11-2024,497001,Surguja,CHHATTISGARH
CENTRAL,CPAO,CIVIL_2,F,01138,SUNDERNAGAR,175019,HIMACHAL PRADESH,1966,First_Year_Waiver,31-10-2025,,,,175001,Mandi,HIMACHAL PRADESH
STATE,STATE,PUNJAB_1,F,17007,DABURJI,143414,PUNJAB,1966,SUBMITTED,,PLC,,30-11-2024,143001,Amritsar,PUNJAB
STATE,STATE,ARUNACHAL_PRADESH_1,F,10764,GANGA,791113,ARUNACHAL PRADESH,1969,SUBMITTED,,PLC,,27-11-2024,791111,Papum Pare,ARUNACHAL PRADESH
STATE,STATE,ASSAM_1,F,10669,IIBM,781028,ASSAM,1954,SUBMITTED,,PLC,,09-01-2025,781028,Kamrup Metropolitan,ASSAM
STATE,STATE,CHATTISGARH_1,F,10838,COLECTORATE JASHPUR NAGAR,496331,CHATTISGARH,1986,SUBMITTED,,PLC,,03-12-2024,496331,Jashpur,CHHATTISGARH
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,06818,GHONDA,110053,NCT OF DELHI,1958,SUBMITTED,,PLC,,03-12-2024,110053,North East,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,01493,MALVIYA NAGAR,110017,NCT OF DELHI,1960,SUBMITTED,,PLC,,15-02-2025,110017,South,NCT OF DELHI
STATE,STATE,KARNATAKA_29,F,40388,ACB - BM ROAD KUSHAL NAGAR,571234,KARNATAKA,1956,SUBMITTED,,PLC,,30-11-2024,571234,Kodagu,KARNATAKA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,ICAR_101,F,02582,MUKETSHWAR,263138,UTTARAKHAND,1956,SUBMITTED,,PLC,,19-11-2024,263158,Nainital,UTTARAKHAND
CENTRAL,DEFENCE,DEFENCE_8,F,03124,JAISINGPUR,176095,HIMACHAL PRADESH,1944,SUBMITTED,,PLC,,07-11-2024,176088,Kangra,HIMACHAL PRADESH
STATE,STATE,CHATTISGARH_1,F,10838,COLECTORATE JASHPUR NAGAR,496331,CHATTISGARH,1970,SUBMITTED,,PLC,,13-12-2024,496220,Jashpur,CHHATTISGARH
CENTRAL,CPAO,CIVIL_2,F,05302,RCE CAMPUS BHUBANESWAR,751022,ODISHA,1965,SUBMITTED,,DLC,,26-11-2024,751012,Khordha,ODISHA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,EPF_5,F,01243,TAMBARAM(CHENNAI),600045,TAMIL NADU,1956,SUBMITTED,,DLC,,21-01-2025,600041,Kancheepuram,TAMIL NADU
STATE,STATE,CHATTISGARH_1,F,10834,KOTA,495113,CHATTISGARH,1978,SUBMITTED,,PLC,,05-11-2024,495116,Bilaspur,CHHATTISGARH
CENTRAL,RAILWAY,RAILWAY_15,F,04093,P B B JABALPUR,482001,MADHYA PRADESH,1997,SUBMITTED,,PLC,,20-11-2024,482001,Jabalpur,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,03939,C R P F CAMPUS JHARODA KALAN,110072,NCT OF DELHI,1975,First_Year_Waiver,31-10-2025,,,,110043,South West,NCT OF DELHI
CENTRAL,CPAO,CIVIL_2,F,07755,BHIKAJI CAMA PLACE,110066,NCT OF DELHI,1966,First_Year_Waiver,31-10-2025,,,,110022,South West,NCT OF DELHI
STATE,STATE,PUNJAB_1,F,11964,SRI HARGOBINDPUR,143515,PUNJAB,1962,SUBMITTED,,PLC,,02-12-2024,143515,Gurdaspur,PUNJAB
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,04741,SEELAMPUR (DELHI),110053,NCT OF DELHI,1975,SUBMITTED,,PLC,,25-11-2024,110053,North East,NCT OF DELHI
STATE,STATE,ASSAM_1,F,07998,SONARI,785590,ASSAM,1976,SUBMITTED,,PLC,,09-12-2024,785692,Sivasagar,ASSAM
STATE,STATE,MADHYA_PRADESH_1,F,06053,BANSAGAR DAM DEOLAND,484776,MADHYA PRADESH,1965,PENDING,,,,,484776,Shahdol,MADHYA PRADESH
CENTRAL,DEFENCE,DEFENCE_8,F,01735,MANSA,151505,PUNJAB,1950,SUBMITTED,,PLC,,08-11-2024,151505,Mansa,PUNJAB
STATE,STATE,MADHYA_PRADESH_1,F,30042,ANAND GANJ MANDI KUKSHI,454331,MADHYA PRADESH,1976,SUBMITTED,,PLC,,17-02-2025,454331,Dhar,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_1,F,15465,PIMPLI,413102,MAHARASHTRA,1967,First_Year_Waiver,31-10-2025,,,,413102,Pune,MAHARASHTRA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,CSIR_152,F,10173,NBRI LUCKNOW,226001,UTTAR PRADESH,1959,SUBMITTED,,PLC,,18-12-2024,226001,Lucknow,UTTAR PRADESH
CENTRAL,CPAO,CIVIL_2,F,00080,GHAZIPUR,233001,UTTAR PRADESH,1957,SUBMITTED,,PLC,,13-12-2024,233301,Ghazipur,UTTAR PRADESH
STATE,STATE,ORISSA_7,F,01321,PATNAGARH,767025,ODISHA,1955,SUBMITTED,,PLC,,18-11-2024,767025,Balangir,ODISHA
CENTRAL,DEFENCE,DEFENCE_8,F,00995,MANAPPARAI,621306,TAMIL NADU,1964,First_Year_Waiver,31-10-2025,,,,621306,Tiruchirappalli,TAMIL NADU
STATE,STATE,CHATTISGARH_1,F,05776,PATHARIA,495335,CHATTISGARH,1964,SUBMITTED,,PLC,,12-11-2024,495335,Bilaspur,CHHATTISGARH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUSAA_1,F,30093,PARADE CHOURAHA BHIND,477001,MADHYA PRADESH,1941,SUBMITTED,,PLC,,31-01-2025,477001,Bhind,MADHYA PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUSAA_1,F,11699,VIMAN NAGAR PUNE,411014,MAHARASHTRA,1952,SUBMITTED,,PLC,,07-11-2024,411006,Pune,MAHARASHTRA
STATE,STATE,ORISSA_7,F,00113,KEONJHAR,758001,ODISHA,1961,SUBMITTED,,PLC,,14-11-2024,755019,Jajapur,ODISHA
CENTRAL,CPAO,CIVIL_2,F,07407,ASIAN GAMES VILLAGE,110016,NCT OF DELHI,1967,SUBMITTED,,PLC,,28-11-2024,110049,South,NCT OF DELHI
CENTRAL,RAILWAY,RAILWAY_4,F,00094,JAJPUR TOWN,755001,ODISHA,1955,SUBMITTED,,DLC,,28-11-2024,755061,Kendrapara,ODISHA
STATE,STATE,ASSAM_1,F,00082,GOALPARA,783101,ASSAM,1981,SUBMITTED,,PLC,,18-11-2024,783126,Goalpara,ASSAM
CENTRAL,RAILWAY,RAILWAY_6,F,09201,ICD AMINGAON,781031,ASSAM,1978,SUBMITTED,,PLC,,27-11-2024,781031,Kamrup Metropolitan,ASSAM
CENTRAL,RAILWAY,RAILWAY_2,F,03600,SAMASTIPUR BAZAR,848101,BIHAR,1998,SUBMITTED,,PLC,,30-12-2024,803301,Patna,BIHAR
STATE,STATE,CHATTISGARH_1,F,00401,KANKER,494334,CHATTISGARH,1972,SUBMITTED,,PLC,,26-11-2024,,,
CENTRAL,CPAO,CIVIL_39,F,00569,DEHU ROAD (PUNE),412101,MAHARASHTRA,1977,SUBMITTED,,DLC,,26-11-2024,229306,Unnao,UTTAR PRADESH
STATE,STATE,PUNJAB_1,F,50045,MAUR,151509,PUNJAB,1994,SUBMITTED,,PLC,,01-01-2025,151105,Bathinda,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,00116,KHURDA,752055,ODISHA,1976,SUBMITTED,,DLC,,01-12-2024,751001,Khordha,ODISHA
CENTRAL,RAILWAY,RAILWAY_3,F,03255,DONDAPARTHI VISAKHAPATNAM,530016,ANDHRA PRADESH,1952,First_Year_Waiver,31-10-2025,,,,530016,Visakhapatnam,ANDHRA PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,00430,MORENA MAIN BRANCH,476001,MADHYA PRADESH,1978,SUBMITTED,,PLC,,04-12-2024,476001,Morena,MADHYA PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,12187,MANGLIPETH,480661,MADHYA PRADESH,1964,SUBMITTED,,PLC,,26-11-2024,480661,Seoni,MADHYA PRADESH
STATE,STATE,KARNATAKA_6,F,05536,GOVERNMENT ESTATE (BELAGAVI),590016,KARNATAKA,1970,SUBMITTED,,PLC,,13-03-2025,591109,Belgaum,KARNATAKA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,00631,CHANDNI CHOWK BRANCH,110006,NCT OF DELHI,1971,SUBMITTED,,PLC,,11-11-2024,110006,North,NCT OF DELHI
STATE,STATE,PUNJAB_1,F,01466,LALHERI CHOWK KHANNA,141401,PUNJAB,1978,SUBMITTED,,PLC,,20-11-2024,141401,Ludhiana,PUNJAB
STATE,STATE,PUNJAB_1,F,50051,THE MALL ROAD FARDIKOT,151203,PUNJAB,1975,SUBMITTED,,PLC,,29-11-2024,151203,Faridkot,PUNJAB
STATE,STATE,MADHYA_PRADESH_1,F,30167,LUKWASA,473588,MADHYA PRADESH,1965,SUBMITTED,,PLC,,25-08-2025,,,
CENTRAL,DEFENCE,DEFENCE_8,F,02524,BEWAR UP,205301,UTTAR PRADESH,1947,SUBMITTED,,DLC,,04-12-2024,205001,Mainpuri,UTTAR PRADESH
STATE,STATE,ASSAM_1,F,00082,GOALPARA,783101,ASSAM,1975,SUBMITTED,,PLC,,11-11-2024,783101,Goalpara,ASSAM
STATE,STATE,ARUNACHAL_PRADESH_1,F,06007,CHANGLANG,792120,ARUNACHAL PRADESH,1985,SUBMITTED,,PLC,,12-11-2024,792120,Changlang,ARUNACHAL PRADESH
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,00383,NARMADAPURAM,461001,MADHYA PRADESH,1959,SUBMITTED,,DLC,,20-12-2024,461001,Hoshangabad,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_39,F,00728,JALANDHAR CANTONMENT,144005,PUNJAB,1983,First_Year_Waiver,31-10-2025,,,,144005,Jalandhar,PUNJAB
STATE,STATE,MADHYA_PRADESH_1,F,30047,PRATAPGANJ MARG ALIRAJPUR,457887,MADHYA PRADESH,1962,SUBMITTED,,DLC,,21-02-2025,457887,Alirajpur,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30047,PRATAPGANJ MARG ALIRAJPUR,457887,MADHYA PRADESH,1962,SUBMITTED,,DLC,,21-02-2025,457887,Alirajpur,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,15686,BUXAR,272302,UTTAR PRADESH,1965,SUBMITTED,,PLC,,11-06-2025,272302,Basti,UTTAR PRADESH
CENTRAL,RAILWAY,RAILWAY_16,F,60101,VADIPARA SURENDRA NAGAR,363001,GUJARAT,1971,First_Year_Waiver,31-10-2025,,,,363002,Surendranagar,GUJARAT
STATE,STATE,CHATTISGARH_1,F,10465,HIGHCOURT BILASPUR,495220,CHATTISGARH,1972,SUBMITTED,,PLC,,03-12-2024,495001,Bilaspur,CHHATTISGARH
STATE,STATE,PUNJAB_1,F,00640,FEROZEPUR CANTT,152001,PUNJAB,1970,SUBMITTED,,PLC,,03-02-2025,222139,Jaunpur,UTTAR PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,06159,M.L.A.REST HOUSE(BHOPAL),462003,MADHYA PRADESH,1980,SUBMITTED,,PLC,,01-11-2024,462001,Bhopal,MADHYA PRADESH
CENTRAL,DEFENCE,DEFENCE_6,F,03861,EAST STREET (PUNE),411001,MAHARASHTRA,1977,First_Year_Waiver,31-10-2025,,,,411001,Pune,MAHARASHTRA
CENTRAL,CPAO,CIVIL_39,F,40527,DHONDENLING T S,571457,KARNATAKA,1955,First_Year_Waiver,31-10-2025,,,,571457,Chamarajanagar,KARNATAKA
CENTRAL,CPAO,CIVIL_2,F,16102,SRI JAGANNATH SANSKRIT VISWAVIDYALAYA,752003,ODISHA,1966,SUBMITTED,,PLC,,10-12-2024,752003,Puri,ODISHA
STATE,STATE,ASSAM_1,F,14788,CHAMATA,781306,ASSAM,1972,SUBMITTED,,PLC,,02-01-2025,781303,Nalbari,ASSAM
CENTRAL,CPAO,CIVIL_2,F,06493,NEW TURA,794101,MEGHALAYA,1975,SUBMITTED,,PLC,,05-11-2024,794101,West Garo Hills,MEGHALAYA
STATE,STATE,ASSAM_1,F,09144,LANKA,782447,ASSAM,1991,SUBMITTED,,PLC,,02-11-2024,782446,Nagaon,ASSAM
CENTRAL,DEFENCE,DEFENCE_8,F,15707,PBB AUNDH PUNE,411007,MAHARASHTRA,1956,First_Year_Waiver,31-10-2025,,,,411027,Pune,MAHARASHTRA
STATE,STATE,ASSAM_1,F,00195,TEZPUR,784001,ASSAM,1962,SUBMITTED,,PLC,,20-12-2024,784153,Sonitpur,ASSAM
STATE,STATE,GOA_1,F,12524,SANGUEM,403704,GOA,1982,SUBMITTED,,PLC,,20-11-2024,403704,South Goa,GOA
CENTRAL,CPAO,CIVIL_39,F,05598,SME CMPDI RANCHI,834008,JHARKHAND,1991,SUBMITTED,,PLC,,03-12-2024,834008,Ranchi,JHARKHAND
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,IIT_BOMBAY_1,F,01109,I.I.T.(POWAI),400076,MAHARASHTRA,1945,SUBMITTED,,PLC,,13-11-2024,416704,Ratnagiri,MAHARASHTRA
CENTRAL,CPAO,CIVIL_2,F,07339,UNIVERSITY ROAD (PUNE),411016,MAHARASHTRA,1976,First_Year_Waiver,31-10-2025,,,,411006,Pune,MAHARASHTRA
STATE,STATE,BIHAR_1,F,06160,KALUAHI,847229,BIHAR,1942,SUBMITTED,,PLC,,05-11-2024,847213,Madhubani,BIHAR
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIEPA_1,F,01690,NCERT,110016,NCT OF DELHI,1983,SUBMITTED,,PLC,,30-11-2024,110016,South West,NCT OF DELHI
STATE,STATE,PUNJAB_1,F,01138,SUNDERNAGAR,175019,HIMACHAL PRADESH,1975,SUBMITTED,,PLC,,07-11-2024,174402,Mandi,HIMACHAL PRADESH
STATE,STATE,KARNATAKA_6,F,40108,MANDIPET DAVANGERE,577001,KARNATAKA,1974,SUBMITTED,,PLC,,07-11-2024,577512,Davanagere,KARNATAKA
CENTRAL,RAILWAY,RAILWAY_2,F,03563,SHEIKHPURA RAJABAZAR (PATNA),800014,BIHAR,3001,First_Year_Waiver,31-10-2025,,,,801503,Patna,BIHAR
CENTRAL,RAILWAY,RAILWAY_13,F,06497,WEST OF CHORD ROAD,560086,KARNATAKA,1983,First_Year_Waiver,31-10-2025,,,,560096,Bangalore,KARNATAKA
STATE,STATE,ORISSA_7,F,00033,BERHAMPUR GANJAM,760001,ODISHA,1954,SUBMITTED,,PLC,,26-12-2024,760001,Ganjam,ODISHA
STATE,STATE,ORISSA_7,F,00039,BHAWANIPATNA,766001,ODISHA,1960,SUBMITTED,,PLC,,02-01-2025,766001,Kalahandi,ODISHA
STATE,STATE,ORISSA_11,F,00113,KEONJHAR,758001,ODISHA,1955,SUBMITTED,,PLC,,30-11-2024,758014,Kendujhar,ODISHA
CENTRAL,CPAO,CIVIL_2,F,02040,CHARBATIA,754028,ODISHA,1952,SUBMITTED,,PLC,,16-11-2024,754028,Cuttack,ODISHA
CENTRAL,CPAO,CIVIL_2,F,02040,CHARBATIA,754028,ODISHA,1952,SUBMITTED,,PLC,,16-11-2024,754028,Cuttack,ODISHA
CENTRAL,CPAO,CIVIL_2,F,12775,ACB PAPPIREDDIPATTI,636905,TAMIL NADU,1975,SUBMITTED,,PLC,,09-01-2025,636905,Dharmapuri,TAMIL NADU
CENTRAL,CPAO,CIVIL_2,F,31936,KRISHI BHAWAN,110001,NCT OF DELHI,1959,First_Year_Waiver,31-10-2025,,,,110007,North,NCT OF DELHI
CENTRAL,CPAO,CIVIL_2,F,01551,TILAK NAGAR,110018,NCT OF DELHI,1948,SUBMITTED,,PLC,,07-11-2024,110018,West,NCT OF DELHI
CENTRAL,CPAO,CIVIL_2,F,01551,TILAK NAGAR,110018,NCT OF DELHI,1948,SUBMITTED,,PLC,,07-11-2024,110018,West,NCT OF DELHI
CENTRAL,CPAO,CIVIL_2,F,00011,ASANSOL,713301,WEST BENGAL,1967,PENDING,,,,,847404,Madhubani,BIHAR
CENTRAL,RAILWAY,RAILWAY_4,F,15958,KAMPA (RURAL) BRANCH,743193,WEST BENGAL,1976,SUBMITTED,,DLC,,06-11-2024,743193,North Twenty Four Parganas,WEST BENGAL
STATE,STATE,MADHYA_PRADESH_1,F,03716,DAMOH CITY,470661,MADHYA PRADESH,3001,SUBMITTED,,PLC,,18-11-2024,470661,Damoh,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30023,TOWN HALL MHOW,453441,MADHYA PRADESH,1956,SUBMITTED,,PLC,,20-11-2024,453441,,
CENTRAL,CPAO,CIVIL_2,F,30173,RAM KRISHNA NAGAR KANPUR,208012,UTTAR PRADESH,1953,SUBMITTED,,PLC,,05-04-2025,208012,Kanpur Nagar,UTTAR PRADESH
STATE,STATE,ASSAM_1,F,02003,ASSAM AGRI UNIVERSITY (JORHAT),785015,ASSAM,1969,SUBMITTED,,PLC,,18-11-2024,785004,Jorhat,ASSAM
CENTRAL,RAILWAY,RAILWAY_10,F,12870,TADEPALLI,522501,ANDHRA PRADESH,1936,SUBMITTED,,PLC,,29-11-2024,522501,Guntur,ANDHRA PRADESH
CENTRAL,DEFENCE,DEFENCE_8,S,00936,TIRUTHURAIPOONDI,614713,TAMIL NADU,1980,SUBMITTED,,DLC,,06-02-2025,611109,Nagapattinam,TAMIL NADU
STATE,STATE,CHATTISGARH_1,F,12286,PBB NEHRU NAGAR BILASPUR,495001,CHATTISGARH,2002,SUBMITTED,,PLC,,31-07-2025,,,
